,STATION,CensusYear,Year,Month,DATE,Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,TotalPhosphorus,Chloride,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,Latitude,Longitude,250mLandCover_Agricultural,250mLandCover_Anthropogenic,250mLandCover_Natural,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total
2339,6008200302,2006,2008,2,2-27-2008,0.08,10.0,1.23,9604.0,16.0,8.0,,0.13,0.07,2410.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,6008000702,2016,2015,2,2-18-2015,0.25,1.0,1.0,3641.0,21.5,7.59,,0.024,0.023,970.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,6008501402,2016,2016,7,7-21-2016,,32.6,,1439.0,12.77,8.42,3.29,0.034,0.309,274.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,6008000702,2016,2016,10,10-20-2016,,14.0,,,,,0.73,0.0069999999999999,0.0642,272.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4373,6008500302,2016,2016,1,1-20-2016,1.22,9.0,0.9,1641.0,18.12,8.2,,0.026,0.0342,326.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,6008000702,2006,2007,7,7-25-2007,0.45,3.6,0.005,1225.0,23.75,8.0,,0.005,0.037,221.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7762,West 5,2016,2019,8,2019-08-20,,6.3,,,,,,,0.024,132.0,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,33.0,0.0,13.0,1.8,18.4,305.0,8.8,77.19999999999999,2.0,52.8
2272,6008200302,2006,2007,10,10-23-2007,0.86,93.7,0.659,,12.24,,,0.04,0.172,130.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,6010400802,2011,2009,7,2009-07-21,0.26,,0.055,522.0,11.95,8.41,0.319,0.004,0.02,16.8,89721.0,18703.0,964.0,69586.0,43.9614470141,-79.1256539813,191.0,0.0,89.0,1.0,8.6,144.2,8.6,20.5,1.0,19.1
6288,6010400102,2016,2018,9,9-25-2018,,17.9,,503.0,7.07,8.17,0.93,,0.064,64.5,1145970.0,421443.0,96985.0,1167581.0,43.83918989152514,-79.03983860614731,2748.0,411.0,1256.0,6.6,35.0,158.2,27.6,55.2,27.6,35.0
3864,6008301902,2016,2015,8,8-20-2015,,363.0,,828.0,8.1,8.1,1.09,0.045,1.247,155.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,6008200302,2011,2011,6,6-23-2011,1.1,131.0,0.562,812.0,8.13,7.94,,0.053,0.22,166.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5547,6009700702,2011,2013,9,9-23-2013,0.8,8.4,0.915,531.0,11.26,8.15,,0.006,0.052,69.6,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3912,6008301902,2016,2018,9,9-27-2018,,3.9,,874.0,11.57,8.0,0.51,0.012,0.0293,146.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,6011600602,2006,2006,10,2006-10-31,0.2,,,504.0,4.91,8.36,,,0.015,0.9,2607.0,243.0,0.0,7926.0,44.04234326409991,-78.7380453558999,0.0,0.0,13.0,0.0,27.200000000000003,203.8,10.7,136.00000000000003,0.0,84.2
5120,6009400202,2006,2004,1,1-29-2004,,12.0,2.77,,,,,0.055,0.02,851.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6917,6010700202,2016,2015,10,10-9-2015,0.29,35.0,0.092,,,,,0.0069999999999999,0.04,174.0,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,331.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7067,Annadale,2016,2017,4,4-24-2017,,,,815.0,12.73,8.33,,,,,1145970.0,421443.0,96985.0,1167581.0,43.839189883401225,-79.03983865741327,2741.0,411.0,1263.0,0.0,18.6,146.10000000000002,0.0,108.6,0.0,36.8
3914,6008301902,2001,2003,9,9-30-2003,,22.0,0.72,,,,,0.013,0.07,121.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,6008000602,2001,2003,6,6-24-2003,0.49,1.9,0.332,2089.0,29.93,9.0,,0.011,0.013,543.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4162,6008310402,2006,2006,10,10-16-2006,0.93,3.4,0.182,619.0,20.18,8.0,,0.003,0.113,49.3,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,6009400202,2006,2005,11,11-23-2005,0.5,5.0,1.5,1589.0,12.0,8.0,,0.021,0.04,319.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,6008300902,2016,2019,1,1-24-2019,1.76,35.0,0.4,892.0,12.31,9.85,,0.0069999999999999,0.201,101.0,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5835,6009701302,2011,2013,11,11-18-2013,0.7,92.9,1.09,768.0,13.89,8.19,,0.008,0.098,89.6,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6172,6009701802,2016,2015,7,7-20-2015,,4.1,,688.0,7.7,8.19,0.65,0.012,0.016,60.5,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,6008200302,2001,2002,3,3-18-2002,,26.0,1.14,,14.0,,,0.1119999999999999,,1130.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4209,6008310402,2016,2018,12,12-13-2018,0.83,2.0,0.65,691.0,13.96,6.79,,0.006,0.0274,66.5,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,6010400102,2011,2013,3,2013-03-26,0.4,,0.638,644.0,17.92,8.21,1.05,0.012,0.077,77.6,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2653.0,391.0,1371.0,0.0,0.0,64.8,0.0,33.0,0.0,1.0
1439,6011600602,2011,2013,9,2013-09-17,0.05,,0.125,359.0,9.0,8.08,0.25,0.004,0.006,0.9,2607.0,243.0,0.0,7926.0,44.04234326409991,-78.7380453558999,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,6011200302,2016,2017,8,2017-08-23,,,1.15,686.0,10.25,8.41,1.5,0.009,0.031,72.6,392423.0,434927.0,19062.0,232160.0,43.88073326399999,-78.821483231,980.0,555.0,184.0,0.4,15.1,174.70000000000002,8.4,117.7,8.4,29.899999999999995
3233,6008301202,2011,2010,4,4-13-2010,0.74,2.1,2.04,2799.0,15.19,7.86,,0.07,0.06,691.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5076,6008501402,2006,2008,9,9-15-2008,1.6,133.0,0.975,,,,,0.042,0.28,66.8,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,6010400802,2011,2013,7,2013-07-09,0.44,,0.142,668.0,10.05,8.31,0.586,0.004,0.017,41.9,89721.0,18703.0,964.0,69586.0,43.9614470141,-79.1256539813,185.0,0.0,95.0,0.0,40.8,271.9,27.6,159.20000000000002,19.8,102.2
2261,6008200302,2006,2008,1,1-30-2008,2.41,320.0,1.55,5426.0,19.0,8.0,,0.109,0.42,1680.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,6011200602,2006,2007,4,2007-04-30,0.53,,0.77,600.0,12.92,8.52,1.309,0.009,0.021,44.0,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,286.0,7.0,62.0,0.0,30.1,108.1,8.9,82.39999999999998,0.0,33.099999999999994
4212,6008310402,2011,2010,12,12-15-2010,0.47,6.1,0.55,586.0,21.78,7.97,,0.006,0.0289999999999999,54.4,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7688,West 12,2016,2017,8,08-23-17,,8.4,,,,,,,0.033,286.0,5809.0,52578.0,3658.0,11079.0,43.863643975914606,-78.89203961905126,0.0,114.0,0.0,0.4,15.1,174.70000000000002,8.4,117.7,8.4,29.899999999999995
7419,East 5,2016,2019,5,05-21-19,,2.3,,,,,,,0.0117,41.8,367085.0,155252.0,4365.0,361939.0,43.90113062833402,-78.68092850641656,968.0,72.0,379.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
4343,6008310402,2016,2018,8,8-23-2018,,24.3,,590.0,7.7,8.26,0.6,0.005,0.0788,58.2,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,6008301802,2006,2008,9,9-15-2008,2.16,116.4,0.27,523.0,17.75,8.0,,0.013,0.258,83.80000000000003,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,6010800202,2016,2014,4,2014-04-23,0.23,,0.765,687.0,13.96,8.48,0.99,0.004,0.015,69.4,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,510.0,41.0,175.0,0.0,10.2,87.0,8.2,71.0,6.0,23.6
7733,West 4,2016,2020,8,08-18-20,,1.95,,,,,,,0.019,27.15,67613.0,11008.0,6488.0,40242.0,43.99068971067136,-78.9781326843204,191.0,0.0,9.0,0.0,14.0,148.5,3.6,86.7,2.4,24.0
7277,Central 7,2016,2018,8,2018-08-22,,4.6,,,,,,,0.042,366.0,0.0,7617.0,284.0,1274.0,43.87577123204473,-78.83283931475337,0.0,10.0,0.0,0.0,47.8,164.79999999999998,30.0,99.0,30.0,77.2
4188,6008310402,2006,2004,11,11-22-2004,0.34,2.0,0.3329999999999999,577.0,23.63000000000001,8.0,,0.011,0.027,43.3,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7746,West 5,2016,2019,5,05-21-19,,4.9,,,,,,,0.013,80.7,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,33.0,0.0,13.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
114,3007703502,2016,2015,12,2015-12-14,,,1.9,600.0,10.88,8.14,2.21,0.04,0.016,50.9,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,223.0,22.0,418.0,3.4,7.2,104.8,6.4,25.6,5.4,12.4
3989,6008310302,2011,2010,12,12-15-2010,0.47,3.8,1.31,1329.0,16.2,8.11,,0.011,0.025,214.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5472,6009700702,2011,2013,12,12-16-2013,0.4,1.5,1.45,1098.0,16.12,8.05,,0.003,0.012,156.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,6008200302,2016,2019,11,11-27-2019,,106.0,,2294.0,11.9,8.43,,0.034,0.206,596.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,6008200302,2016,2014,9,9-23-2014,0.34,3.7,0.432,1015.0,9.13,8.27,0.72,0.012,0.031,205.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6732,6010402902,2016,2018,3,3-19-2018,0.41,4.0,0.33,669.0,14.89,8.71,0.742,0.002,0.0184,55.4,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,334.0,0.0,37.0,0.0,0.0,55.4,0.0,33.4,0.0,0.0
3250,6008301202,2006,2006,5,5-17-2006,0.358,114.0,1.27,,,,,0.063,0.27,175.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7412,East 4,2016,2018,5,2018-05-22,,14.9,,,,,,,0.058,246.0,1170.0,18664.0,1002.0,1321.0,43.8935054945262,-78.69609012779256,0.0,33.0,4.0,0.0,54.2,290.8,40.2,136.8,34.0,92.4
118,3007703502,2016,2016,8,2016-08-09,,,3.83,627.0,9.33,8.41,4.01,0.015,0.02,59.3,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,224.0,22.0,417.0,0.0,0.6,111.8,0.0,54.8,0.0,10.6
1981,6008000602,2006,2008,8,8-19-2008,0.58,15.4,0.444,800.0,19.97,8.0,,0.018,0.066,143.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,6008000702,2016,2020,6,6-23-2020,0.79,6.4,1.63,1355.0,9.71,8.36,,0.051,0.035,294.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,6010400102,2001,2003,11,2003-11-27,0.39,,1.29,687.0,11.95,8.29,1.687,0.007,0.022,61.9,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2691.0,351.0,1373.0,18.8,21.8,176.0,21.8,112.2,18.8,55.2
263,6010400102,2016,2014,10,2014-10-21,0.62,,0.507,678.0,11.84,8.36,0.9,0.008,0.034,59.6,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2686.0,391.0,1338.0,3.3,45.1,144.70000000000002,24.5,73.3,22.3,45.1
5690,6009701102,2016,2017,4,4-25-2017,,4.0,,1434.0,12.5,8.4,1.02,0.012,0.0402,285.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5409,6009700302,2011,2012,7,7-25-2012,0.92,15.3,0.304,783.0,11.75,8.35,,0.021,0.113,148.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,6008310402,2011,2010,8,8-23-2010,0.46,7.9,0.243,558.0,9.5,8.04,,0.008,0.0409999999999999,46.1,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,6011100102,2011,2013,10,2013-10-15,0.66,,0.908,671.0,13.64,8.25,1.29,0.077,0.035,62.4,518767.0,318775.0,32949.0,269287.0,43.8665555139999,-78.83083585599991,1358.0,300.0,170.0,6.2,16.8,163.8,16.8,78.6,6.2,47.8
4871,6008501402,2016,2014,12,12-16-2014,0.96,34.3,1.69,3056.0,13.73,7.99,2.41,0.044,0.078,836.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648,6008500402,2011,2012,2,2-23-2012,0.35,11.8,1.05,4504.0,16.24,8.1,,0.036,0.04,1340.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5209,6009400202,2006,2007,3,3-29-2007,0.46,2.0,1.72,2047.0,15.0,9.0,,0.037,0.04,531.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7110,CC005,2016,2017,8,8-21-2017,0.5,14.0,0.055,796.0,9.4,7.96,0.5660000000000001,0.011,0.0143,66.2,62244.0,14569.0,9182.0,28835.0,43.9036461242826,-79.02242423756033,144.0,0.0,15.0,0.0,7.7,184.3,0.2,109.3,0.0,39.3
4676,6008500402,2011,2010,4,4-12-2010,0.51,5.2,0.8420000000000001,2043.0,11.85,7.62,,0.012,0.065,526.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,6008501402,2011,2012,4,4-26-2012,1.15,6.8,1.31,1532.0,14.99,8.0,,0.092,0.061,345.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5556,6009701102,2016,2020,1,1-20-2020,,12.7,,1805.0,13.68,8.41,,0.013,0.035,421.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4473,6008500302,2016,2019,3,3-4-2019,0.65,2.0,0.83,,,,,0.055,0.0394,1180.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,6010800202,2011,2011,10,2011-10-24,0.47,,1.24,711.0,12.97,8.38,1.72,0.01,0.026,57.2,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,483.0,41.0,202.0,2.8,33.599999999999994,170.10000000000002,3.0,110.70000000000002,2.8,60.7
3723,6008301902,2011,2010,3,3-24-2010,0.6,37.0,0.555,1205.0,16.08,7.93,,0.016,0.055,265.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7073,Brock Ridge,2016,2017,3,3-20-2017,0.25,82.0,1.1,866.0,15.22,8.22,1.361,0.011,0.0842,109.0,675417.0,133001.0,42023.0,471070.0,43.850919791346,-79.07581985603937,1659.0,78.0,377.0,1.0,1.0,53.6,1.0,31.6,1.0,6.8
1170,6011600102,2006,2007,5,2007-05-23,0.26,,0.711,494.0,14.79,8.47,0.984,0.013,0.009,28.2,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,845.0,58.0,528.0,0.0,1.0,123.4,0.0,52.3,0.0,35.599999999999994
7206,Central 2,2016,2019,7,2019-07-24,,3.4,,,,,,,0.033,91.5,17034.0,8214.0,86.0,3236.0,43.963963027516535,-78.93558671334947,38.0,1.0,4.0,0.0,98.2,318.70000000000005,0.8,227.40000000000003,0.8,153.60000000000002
3011,6008300902,2001,2003,3,3-28-2003,,,,472.0,8.0,8.0,,,,,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7758,West 5,2016,2018,6,2018-06-25,,3.8,,,,,,,0.03,159.0,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,31.0,0.0,15.0,0.0,22.0,136.0,15.2,36.2,13.8,29.200000000000003
6677,6010402802,2016,2018,4,4-23-2018,0.61,12.0,0.73,883.0,12.9,8.23,1.344,0.004,0.0465,129.0,74028.0,15773.0,6313.0,53049.0,43.90775564170082,-79.07291785615752,177.0,0.0,55.0,0.0,26.0,156.0,0.0,156.0,0.0,101.0
7006,6010700202,2006,2006,7,7-19-2006,0.3429999999999999,7.0,0.41,,,,,0.023,0.04,60.6,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,378.0,29.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,6008301902,2011,2011,8,8-24-2011,0.39,6.8,0.2019999999999999,890.0,9.72,8.34,,0.011,0.025,152.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7823,West 9,2016,2017,8,08-23-17,,3.9,,,,,,,0.014,329.0,24101.0,19985.0,1304.0,13163.0,43.91662944692776,-78.93642744538045,37.0,12.0,42.0,0.4,15.1,174.70000000000002,8.4,117.7,8.4,29.899999999999995
7199,Central 2,2016,2017,5,2017-05-30,,4.3,,,,,,,0.038,157.0,17034.0,8214.0,86.0,3236.0,43.963963027516535,-78.93558671334947,36.0,1.0,6.0,8.2,60.0,267.9,20.200000000000003,140.50000000000003,9.0,83.0
1368,6011600502,2016,2019,10,2019-10-15,,,0.621,458.0,12.45,8.32,0.81,0.003,0.0128,12.0,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,345.0,0.0,109.0,10.6,18.2,160.4,11.0,91.8,10.6,47.4
897,6011100802,2016,2014,10,2014-10-08,0.56,,0.866,613.0,1.14,8.24,1.26,0.03,0.173,59.6,518767.0,311032.0,30859.0,265393.0,43.8681977773999,-78.84614457339991,1352.0,278.0,176.0,0.0,21.2,126.8,6.6,50.2,0.0,21.2
928,6011100802,2016,2019,10,2019-10-15,,,1.35,739.0,13.12,8.38,1.77,0.102,0.0775,81.5,518767.0,311032.0,30859.0,265393.0,43.8681977773999,-78.84614457339991,1365.0,294.0,147.0,10.6,18.2,169.4,11.0,100.8,10.6,56.400000000000006
4772,6008500402,2016,2018,9,9-26-2018,0.91,3.0,0.44,1179.0,9.48,7.84,,0.022,0.0559,255.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30,2006,2005,4,2005-04-12,,,,,13.53,7.67,,,0.0063,21.700001,3767421.0,2767176.0,375275.0,3109815.0,43.82972,-78.66138999999998,9006.0,2615.0,3867.0,0.0,2.4,87.5,0.0,65.1,0.0,65.1
2548,6008300202,2016,2018,12,12-12-2018,1.32,2.0,2.96,1182.0,14.88,7.06,,0.012,0.0363,203.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,6011200302,2011,2009,4,2009-04-22,0.54,,1.84,818.0,11.69,8.26,2.391,0.011,0.03,102.0,392423.0,434927.0,19062.0,232160.0,43.88073326399999,-78.821483231,1037.0,532.0,150.0,5.1,25.1,164.69999999999996,25.1,117.4,5.1,25.1
1106,6011200602,2011,2013,5,2013-05-21,0.77,,0.539,617.0,9.97,8.27,1.3250000000000002,0.016,0.027,50.0,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,292.0,7.0,56.0,2.4,4.2,116.8,2.4,36.8,2.4,21.6
7180,Central 12,2016,2017,5,2017-05-30,,6.0,,,,,,,0.056,137.0,10005.0,6040.0,456.0,11561.0,43.923145455956686,-78.90660556438537,4.0,0.0,38.0,8.2,60.0,267.9,20.200000000000003,140.50000000000003,9.0,83.0
4336,6008310402,2011,2012,8,8-21-2012,0.36,3.5,0.426,590.0,11.79,8.04,,0.0069999999999999,0.008,50.1,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,6008310302,2016,2018,11,11-22-2018,,6.9,,1278.0,14.9,8.94,1.47,0.01,0.0219,223.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,6011600102,2016,2019,9,2019-09-17,,,0.64,498.0,10.49,8.39,0.96,0.013,0.0373,28.7,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,969.0,80.0,382.0,0.0,37.6,144.0,3.4,68.59999999999998,0.0,53.0
2648,6008300202,2016,2015,7,7-22-2015,1.13,47.0,0.05,1075.0,7.28,8.11,,0.009,0.135,190.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,6008300902,2006,2004,10,10-18-2004,,,,,,,,,,,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6417,6010402502,2016,2017,10,10-23-2017,0.62,5.0,0.54,618.0,13.01,8.55,1.171,0.011,0.01,39.7,675417.0,133001.0,42023.0,471070.0,43.85091976432907,-79.07581985566414,1659.0,78.0,377.0,10.8,10.8,87.3,10.8,52.3,10.8,39.400000000000006
6032,6009701802,2011,2012,10,10-25-2012,0.32,2.0,0.967,781.0,15.2,7.93,,0.01,0.002,65.7,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4780,6008501402,2011,2013,1,1-24-2013,0.66,58.7,3.07,2607.0,15.73,7.89,,0.04,0.052,627.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,6008310402,2006,2007,4,4-24-2007,0.57,10.7,0.33,490.0,22.12,8.0,,0.009,0.037,48.5,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7761,West 5,2016,2018,10,2018-10-16,,1.0,,,,,,,0.013,153.0,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,31.0,0.0,15.0,0.0,4.2,142.8,3.2,83.2,2.2,25.6
1639,17002113702,2006,2008,4,2008-04-15,0.49,,2.92,493.0,12.82,8.25,3.4170000000000003,0.007,0.024,34.0,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,369.0,0.0,196.0,0.0,31.2,82.4,6.5,73.80000000000001,0.0,39.4
1133,6011200602,2016,2017,9,2017-09-26,,,0.832,947.0,8.24,8.23,1.13,0.018,0.03,144.0,109516.0,45927.0,779.0,69395.0,43.911565263999904,-78.78870535599991,270.0,7.0,78.0,0.0,0.0,112.5,0.0,35.0,0.0,0.8
7308,Central 9,2016,2018,7,2018-07-17,,14.0,,,,,,,0.073,228.0,48280.0,38960.0,1017.0,13305.0,43.92118609616743,-78.84577670771094,111.0,42.0,3.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
